IdentifierDOI	Title	Abstract	DateIssued	RelatedTitle
10.1063/1.1471236	Double-resonance overtone photofragment spectroscopy of trans-HONO. II. State- and time-resolved dissociation and OH-product state distributions	Linewidths, unimolecular dissociation rates and product state distributions (PSDs) have been measured for single rovibratational states of the nu(1)=5-7 levels of gas-phase trans-nitrous acid (HONO) by double-resonance overtone photofragment spectroscopy (DROPS). The linewidth measurements, together with the unimolecular dissociation rates in 5nu(1), suggest that the intramolecular dynamics are not statistical but rather depend sensitively upon specific intramolecular couplings and the vibrational character of the initial state. Comparison with calculated rate constants from statistical unimolecular rate theory reveals that intramolecular vibrational energy redistribution (IVR) is the rate determining step in the dissociation of HONO subsequent to vibrational overtone excitation. Despite this, we find the measured product state distributions to be close to the predictions of statistical theory. We explain these observations in terms of a simple tier model incorporating hierarchical IVR. The experimental findings underscore the importance of the preparation technique, and hence the nature of the initially excited state, in determining the subsequent intramolecular dynamics. (C) 2002 American Institute of Physics.	2002-01-01	Journal of Chemical Physics
10.1109/TPWRD.2013.2254727	Statistical Distributions of Lightning Currents Associated With Upward Negative Flashes Based on the Data Collected at the Säntis Tower in 2010 and 2011	This paper presents statistical distributions of lightning current parameters based on the lightning current and current-derivative waveforms measured at the Säntis Tower site in 2010 and 2011. The total number of flashes analyzed in this study was 167, which includes nearly 2000 pulses. The statistical distributions refer to upward negative flashes. It is shown that negative flashes are mainly concentrated in the summer months during the convective season. Statistical data on the salient lightning current parameters, namely, peak current, peak current derivative, risetime, pulse charge, pulse duration, interpulse interval, and flash multiplicity are presented and discussed. The obtained data that constitute the largest dataset available to this date for upward negative flashes are also compared with other available statistical distributions.	2013-01-01	IEEE Transactions on Power Delivery
10.1109/TIE.2013.2276442	High-Order Vector Control of Grid-Connected Voltage Source Converters with LCL-Filters	This paper proposes a vector control strategy for LCL-filter-based grid-connected voltage source converters (VSCs). The proposed control strategy is inherently capable of attenuating the resonance phenomenon of such systems. This is an advantage over the existing methods, which require additional damping techniques. Moreover, the proposed vector control strategy is able to fully decouple the direct (d) and quadrature (q) components of the current in a rotating reference frame. The design procedure comprises a constrained optimization-based loop shaping. It utilizes the multi-input multi-output (MIMO) nonparametric model of the system along with a high-order linearly-parameterized MIMO controller to form an open-loop transfer function matrix. Minimizing the second norm of the error between the open-loop transfer function matrix and a desired one, the coecients of the controller are optimally determined. Conducting several reference tracking scenarios, the performance of the proposed vector controller is evaluated both by means of time-domain simulation studies in MATLAB/Simulink and experimental results.	2014-01-01	IEEE Transactions on Industrial Electronics
10.1364/OE.20.002500	Three-dimensional scanning microscopy through thin turbid media	We demonstrate three-dimensional imaging through a thin turbid medium using digital phase conjugation of the second harmonic signal emitted from a beacon nanoparticle. The digitally phase-conjugated focus scans the volume in the vicinity of its initial position through numerically manipulated phase patterns projected onto the spatial light modulator. Accurate three dimensional images of a fluorescent sample placed behind a turbid medium are obtained. (C) 2012 Optical Society of America	2012-01-01	Optics Express
10.1016/S0022-3115(03)00120-X	High strain fatigue properties of F82H ferritic-martensitic steel under proton irradiation	During the up and down cycles of a fusion reactor, the first wall is exposed concomitantly to a flux of energetic neutrons that generates radiation defects and to a thermal flux that induces thermal stresses. The resulting strains may exceed the elastic limit and induce plastic deformation in the material. A similar situation occurs in the window of a spallation liquid source target and results in the same type of damage. This particular loading has been simulated in F82H ferritic-martensitic steel, using a device allowing a fatigue test to be carried out during irradiation with 590 MeV protons. All fatigue tests were carried out in a strain controlled test at strain levels around 0.8% and at 300 degreesC. Two different signals have been used: a fully symmetrical triangle wave signal (R = -1) and a triangle ramp with 2 min tension holds. The fatigue was investigated under three different conditions: unirradiated, irradiated and post-irradiation tested, and finally in-beam tested. The main result is that the in-beam tested specimens have the lowest life as compared to the post-irradiation tested specimen and unirradiated specimen. Hydrogen is suspected to be the main contributor to the observed embrittlement. (C) 2003 Elsevier Science B.V. All rights reserved.	2003-01-01	Journal of Nuclear Materials
10.1016/j.cpc.2022.108374	TimeEvolver: A program for time evolution with improved error bound	We present TimeEvolver, a program for computing time evolution in a generic quantum system. It relies on well-known Krylov subspace techniques to tackle the problem of multiplying the exponential of a large sparse matrix iH, where His the Hamiltonian, with an initial vector v. The fact that His Hermitian makes it possible to provide an easily computable bound on the accuracy of the Krylov approximation. Apart from effects of numerical roundoff, the resulting a posteriori error bound is rigorous, which represents a crucial novelty as compared to existing software packages such as Expokit[1]. On a standard notebook, TimeEvolverallows to compute time evolution with adjustable precision in Hilbert spaces of dimension greater than 10(6)	2022-08-01	Computer Physics Communications
10.1101/gr.275133.120	Transposable elements and their KZFP controllers are drivers of transcriptional innovation in the developing human brain	Transposable elements (TEs) account for more than 50% of the human genome and many have been co-opted throughout evolution to provide regulatory functions for gene expression networks. Several lines of evidence suggest that these networks are fine-tuned by the largest family of TE controllers, the KRAB-containing zinc finger proteins (KZFPs). One tissue permissive for TE transcriptional activation (termed "transposcription") is the adult human brain, however comprehensive studies on the extent of this process and its potential contribution to human brain development are lacking. To elucidate the spatiotemporal transposcriptome of the developing human brain, we have analyzed two independent RNA-seq data sets encompassing 16 brain regions from eight weeks postconception into adulthood. We reveal a distinct KZFP:TE transcriptional profile defining the late prenatal to early postnatal transition, and the spatiotemporal and cell type-specific activation of TE-derived alternative promoters driving the expression of neurogenesis-associated genes. Long-read sequencing confirmed these TE-driven isoforms as significant contributors to neurogenic transcripts. We also show experimentally that a co-opted antisense L2 element drives temporal protein relocalization away from the endoplasmic reticulum, suggestive of novel TE dependent protein function in primate evolution. This work highlights the widespread dynamic nature of the spatiotemporal KZFP:TE transcriptome and its importance throughout TE mediated genome innovation and neurotypical human brain development. To facilitate interactive exploration of these spatiotemporal gene and TE expression dynamics, we provide the "Brain TExplorer" web application freely accessible for the community.	2021-09-01	Genome Research
10.1103/PhysRevLett.98.262001	Experimental constraints on the spin and parity of the Λc(2880)+	We report the results of several studies of the Λc+π+π-X final state in continuum e+e- annihilation data collected by the Belle detector. An analysis of angular distributions in Λc(2880)+→Σc(2455)0, ++π+,- decays strongly favors a Λc(2880)+ spin assignment of 52 over 32 or 12. We find evidence for Λc(2880)+→Σc(2520)0,++π+,- decay and measure the ratio of Λc(2880)+ partial widths Γ(Σc(2520)π)/Γ(Σc(2455)π)=0.225±0. 062±0.025. This value favors the Λc(2880)+ spin-parity assignment of 52+ over 52-. We also report the first observation of Λc(2940) +→Σc(2455)0,++π+,- decay and measure Λc(2880)+ and Λc(2940)+ mass and width parameters. These studies are based on a 553fb-1 data sample collected at or near the Υ(4S) resonance at the KEKB collider. © 2007 The American Physical Society.	2007-01-01	Physical Review Letters
10.1016/S0368-2048(00)00342-X	XANES microspectroscopy of biominerals with photoconductive charge compensation	Specimen charging under X-ray illumination is a well known phenomenon that can seriously obstruct the analysis of insulating samples. Synchrotron X-PEEM spectromicroscopy can reach a lateral resolution of 20 nm, 1-2 orders of magnitude larger than electron microscopies, but has the added capacity to probe oxidation state through total yield X-ray absorption near edge structure (XANES) spectroscopy. This capability may be compromised, however, if specimen charging restricts electron emission, as was encountered in the study of silicified bacteria from an Icelandic hot spring microbial mat. Bacteria living in an environment containing a high concentration of dissolved silica provide nucleation sites for amorphous silicate precipitation, a process which may lead to the preservation of the cellular structure, i.e. fossilization. TEM studies of bacteria in progressive stages of mineralization showed that mineral formation was initiated in the extracellular sheath, reaching the cell interior after death. Spectromicroscopy at the Si L-edge of sectioned mineralized bacteria encountered major charging difficulties, which were relieved by simultaneously illuminating the specimen with 325 nm HeCd laser light during the analysis. The low energy light excites mobile free electrons below the work function threshold, which can offset surface positive charge. This approach allowed spectroscopy to be performed from microscopic areas, and may be applicable to a wider range of insulating samples. (C) 2001 Elsevier Science B.V. All rights reserved.	2001-01-01	Journal of Electron Spectroscopy and Related Phenomena
10.1021/bm025744e	Synthesis and Physicochemical Characterization of End-Linked Poly(ethylene glycol)-co-peptide Hydrogels Formed by Michael-Type Addition	The synthesis of novel hybrid hydrogels by stepwise copolymn. of multi-arm vinyl sulfone-terminated poly(ethylene glycol) macromers and a-w cysteine oligopeptides via Michael-type addns. is described. Crosslinking kinetics, studied by in situ rheometry, can be controlled by pH and the presence of charged amino acid residues in close proximity to the Cys, which modulates the pKa of the thiol group. These end-linked networks were characterized by their equil. swelling in water, by their viscoelastic properties in the swollen state, and by their sol. fraction. Structure and properties are sensitive to the prepn. state including stoichiometry and precursor concn. and less sensitive to the pH during crosslinking. For each network the concn. of elastically active chains (n) was calcd. from exptl. detd. sol fractions using Miller-Macosko theory and compared to values obtained from swelling and rheometry studies and by calcn. from Flory's classical network models. Hydrogels were also prepd. with varying macromer structures, and their properties were shown to respond to both macromer functionality and mol. wt. [on SciFinder (R)]	2003-01-01	Biomacromolecules
10.1103/PhysRevB.79.144303	Electronic Raman scattering in magnetite: Spin versus charge gap	We report Raman-scattering data of single crystals of magnetite (Fe3O4) with Verwey transition temperatures (T-v) of 123 and 117 K, respectively. Both single crystals reveal broad electronic background extending up to 900 wave numbers (similar to 110 meV). Redistribution of this background is observed when samples are cooled below T-v. In particular, spectra of the low-temperature phase show diminished background below 300 wave numbers followed by an enhancement of the electronic background between 300 and 400 wave numbers. To enhance the effect of this background redistribution, we divide the spectra just below the transition by the spectra just above the transition. A resultant broad peaklike feature is observed centered at 370 +/- 40 wave numbers (45 +/- 5 meV). The peak position of this feature does not scale with the transition temperature. We discuss two alternative assignments of this feature to a spin or charge gap in magnetite.	2009-01-01	Physical Review B
10.1089/soro.2020.0003	Highly Stretchable Flame-Retardant Skin for Soft Robotics with Hydrogel-Montmorillonite-Based Translucent Matrix	Flame-retardant coatings are crucial for intelligent systems operating in high-temperature (300-800 degrees C) scenarios, which typically involve multi-joint discrete or continuous kinematic systems. These multi-segment motion generation systems call for conformable yet resilient skin for dexterous work, including firefighting, packaging inflammable substances, encapsulating energy storage devices, and preventing from burning. In fire scenes, a flame-retardant soft robot shall protect integrated electronic components safely and work for navigation and surveillance effectively. Here, we establish fire-resistant robotic mechanisms with montmorillonite (MMT)-biocompatible hydrogel skin, offering effective flame retardancy (similar to 78 degrees C surface temperature after 3 min in fire) and high post-fire stretchability (similar to 360% uniaxial tensile strain). Fatigue test results in the MMT-hydrogel polymer matrix to portray a change in post-fire energy consumption of similar to 21% (between the first cycle and the 200th cycle), further indicating robustness. MMT-hydrogel synthetic skin medium is then applied to everyday household items and electronics, offering appealing protections in fire scenes (<= 10% capacitance loss after 3 min and <= 14% diode light-intensity loss after 1 min in fire). We deploy shape memory alloy (SMA) actuated inchworm-, starfish-, and snail-like locomotion (average velocity similar to 12 mm center dot min(-1)) for translating inside fire applications. With the stretchable and flame-retardant translucent barriers, the MMT-hydrogel skinned soft robots demonstrate stable compression/relaxation cycles (25 cycles) within flames (4 min 10 s) while protecting the electronic components inside in fire scene. We solve the agility vs. endurance conundrum in this article with SMA actuation independently via Joule heating without a cross-talk from the surrounding high-temperature arena.	2022-01-01	Soft Robotics
10.1021/ac400171e	A microchip emitter for solid phase extraction – gradient elution – mass spectrometry	A microchip electrospray emitter with a magnetic bead trap has been designed for solid phase extraction-gradient elution-mass spectrometry (SPE-GEMS). The goal of this method is the detection of analytes at low concentrations and it is here demonstrated using reverse phase coated magnetic beads (Mbs) for the preconcentration and detection of the peptides. The sample is passed through the chip, and the peptides are retained and enriched in the trap. After washing, the peptides are released sequentially by stepwise gradient elution and electrosprayed for mass spectrometry analysis. This approach allows effective sample desalting, enrichment, sequential elution and MS detection without the introduction of an additional separation step after SPE. Efficient preconcentration of model peptides by SPE and sequential release and analysis of peptides by GEMS were demonstrated for diluted sample solutions within the range of 1 µM to 10 nM. Fortified human blood serum, protein digest and fractions collected after protein digest OFFGEL separation were analysed by SPE-GEMS allowing the detection of low abundance peptides usually not observed by direct mass spectrometry analysis. A mathematical model for gradient elution is proposed.	2013-01-01	Analytical Chemistry -Washington DC-
10.1021/acsenergylett.6b00568	Impact of Local Electric Fields on Charge-Transfer Processes at the TiO2/Dye/Electrolyte Interface	Photoinduced electron -transfer processes at the TiO2/ dye/electrolyte interface are vital for various emerging technologies. Here, the impact of the local electric field at this interface on the charge -transfer processes was investigated in two aspects: (a) charge recombination between the electrons accumulated within TiO2 and the photoxidized dye and (b) regeneration of the dyes by the cobalt bipyridyl redox mediators. The amplitude of the local electric field was changed by use of different cations in the electrolytic environment, in the order E-Ca(2+) > E-Mg(2+)> E-Na(+) > E-u(+) characterized by the transient absorption spectroscopy. For the charge recombination process, the kinetic time constant showed a remarkable linear correlation with the relative electric field strength, while for the regeneration process, no evident dependence was observed. These results collectively suggest the spatial confinement of the effects of the local electric field on the interfacial electron -transfer processes.	2017-01-01	Acs Energy Letters
10.1007/s10915-006-9077-9	A mathematical approach in the design of arterial bypass using unsteady Stokes equations	In this paper we present an approach for the study of aorto-coronaric bypass anastomoses configurations using unsteady Stokes equations. The theory of optimal control based on adjoint formulation is applied in order to optimize the shape of the zone of the incoming branch of the bypass (the toe) into the coronary according to several optimality criteria	2006-01-01	Journal of Scientific Computing
10.1016/j.ijpe.2015.04.016	Carbon footprint and responsiveness trade-offs in supply chain network design	Concern related to sustainability and greenhouse gases has grown among citizens as well as firms, which are increasingly committing to carbon emission reduction targets. However, firms' emissions come from direct and indirect sources, and from the different stages of their supply chain. Therefore, comprehensive supply chain approaches are essential to ensure the cost-effectiveness of carbon management strategies. These approaches should capture operational and environmental trade-offs arising from the interaction between different supply chain processes such as procurement, manufacturing, transport and inventory management. Considering all these processes, we propose a model for supply chain network design that takes demand uncertainty into account and includes decisions on supply chain responsiveness under different carbon policies: caps on supply chain carbon footprints, caps on market carbon footprints, and carbon taxes. Our model supports the analysis of the effect of different policies on costs and optimal network configuration and allows us to distinguish between different product types: functional or innovative products. With detailed numerical examples, we illustrate the type of analysis and managerial insights that can be derived with our model, which include the assessment of supply chains' potential for carbon abatement, the study of the effect of different carbon policies on supply chain costs and network design, the analysis of the impact of various product characteristics, the test of an alternative profit maximisation model, and the determination of the value of a supply chain carbon tax that should induce specific levels of carbon abatement. (C) 2015 Elsevier B.V. All rights reserved.	2015-01-01	International Journal Of Production Economics
10.1103/PhysRevLett.103.207403	Explanation of Photon Correlations in the Far-Off-Resonance Optical Emission from a Quantum-Dot-Cavity System	In a coupled quantum-dot–nanocavity system, the photoluminescence from an off-resonance cavity mode exhibits strong quantum correlations with the quantum-dot transitions, even though its autocorrelation function is classical. Using new pump-power dependent photon-correlation measurements, we demonstrate that this seemingly contradictory observation that has so far defied an explanation stems from cascaded cavity photon emission in transitions between excited multiexciton states. The mesoscopic nature of quantum-dot confinement ensures the presence of a quasicontinuum of excitonic transitions, part of which overlaps with the cavity resonance.	2009-01-01	Physical Review Letters
10.1016/j.physletb.2006.05.086	Search for lepton flavor violating τ- decays with a KS 0 meson	We have searched for the lepton flavor violating decays τ- → ℓ- KS 0 (ℓ = e or μ), using a data sample of 281 fb-1 collected with the Belle detector at the KEKB e+ e- asymmetric-energy collider. No evidence for a signal was found in either of the decay modes, and we set the following upper limits for the branching fractions: B (τ- → e- KS 0) < 5.6 × 10-8 and B (τ- → μ- KS 0) < 4.9 × 10-8 at the 90% confidence level. These results improve the previously published limits set by the CLEO Collaboration by factors of 16 and 19, respectively. © 2006 Elsevier B.V. All rights reserved.	2006-01-01	Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics
10.1016/j.addma.2023.103604	MEWron: An open-source melt electrowriting platform	Melt electrowriting (MEW) is a distinct class of additive manufacturing technologies that generates fibrous and porous macrostructures with microscale resolution from an electrically charged molten polymer. The high -resolution scaffolds produced by MEW have been primarily used for tissue engineering, cancer research, bio-fabrication and biomaterials. Unfortunately, the commercial MEW device's prohibitive affordability and lack of standardization of custom devices, represent obstacles to further research. Built on the achievements and affordability of material extrusion 3D printers, we convert an open-source Voron 0.1 printer into a highly capable MEW device, termed as MEWron. To guarantee availability, the use of commercial and affordable components is prioritized, while in the cases where this has not been possible, 3D printed, and easy-to-machine components have been employed. Two main approaches have been followed, the first one focused on the existing material extrusion configuration (i.e., filament-based feeding system and material input) while the second one focuses on a conventional MEW pneumatic feeding system and syringe reservoir. When not including the high voltage supply, both approaches have a final budget below $1000. The manuscript describes all required steps and components to modify a Voron 0.1 printer and provides the computer-aided design (CAD) for required custom components reproduction. Moreover, the MEWron devices' reliability is demonstrated, as well as their potential to extend the MEW field boundaries. We believe that the open-source MEWron device will facilitate unprece-dented MEW technology accessibility using a well-established and modifiable platform.	2023-05-16	Additive Manufacturing
10.1145/3580318	A Large-Scale Characterization of How Readers Browse Wikipedia	Despite the importance and pervasiveness of Wikipedia as one of the largest platforms for open knowledge, surprisingly little is known about how people navigate its content when seeking information. To bridge this gap, we present the first systematic large-scale analysis of how readers browse Wikipedia. Using billions of page requests from Wikipedia's server logs, we measure how readers reach articles, how they transition between articles, and how these patterns combine into more complex navigation paths. We find that navigation behavior is characterized by highly diverse structures. Although most navigation paths are shallow, comprising a single pageload, there is much variety, and the depth and shape of paths vary systematically with topic, device type, and time of day. We show that Wikipedia navigation paths commonly mesh with external pages as part of a larger online ecosystem, and we describe how naturally occurring navigation paths are distinct from targeted navigation in lab-based settings. Our results further suggest that navigation is abandoned when readers reach low-quality pages. Taken together, these insights contribute to a more systematic understanding of readers' information needs and allow for improving their experience on Wikipedia and the Web in general.	2023-05-01	Acm Transactions On The Web
10.1111/j.1749-6632.2008.03944.x	Replaying the Evolutionary Tape: Biomimetic Reverse Engineering of Gene Networks	In this paper, we suggest a new approach for reverse engineering gene regulatory networks, which consists of using a reconstruction process that is similar to the evolutionary process that created these networks. The aim is to integrate prior knowledge into the reverse engineering procedure, thus biasing the search towards biologically plausible solutions. To this end, we propose an evolutionary method that abstracts and mimics the natural evolution of gene regulatory networks. Our method can be used with a wide range of nonlinear dynamical models. This allows us to explore novel model types such as the log-sigmoid model introduced here. To allow direct comparison with other methods, we use a benchmark dataset from an in vivo synthetic-biology gene network, which has been published as a reverse engineering challenge for the second DREAM conference.	2009-01-01	Annals of the New York Academy of Sciences
10.1007/s00603-024-03936-0	How Stress Barriers and Fracture Toughness Heterogeneities Arrest Buoyant Hydraulic Fractures	In our study, we investigated the impact of changes in Mode I fracture toughness and stress barriers on fully developed planar, buoyant hydraulic fractures assuming linear elastic hydraulic fracture mechanics. We present scaling-based arguments to predict the interaction type and use numerical simulations to validate our findings. Through a two-dimensional simplification, we estimate the lower limit for the fracture to feel a change in fracture toughness (so-called immediate breakthrough). Our simulations show that this approach only captures the order of magnitude of the toughness jump necessary for immediate breakthrough compared to the actual value due to three-dimensional solid effects, emphasizing their importance in such systems. We show that we can estimate the occurrence of indefinite containment at depth by considering that lateral spreading occurs at an approximately constant height. However, timing predictions in the case of a transient containment suffer from our simplified approach, which cannot model the injection history of the spreading constant height fracture. The same observations regarding immediate breakthrough and indefinite containment hold when considering stress barriers using pressure-scale-based arguments. Our study shows that the required toughness changes for fracture arrest are more significant than the observed values in the field. In contrast, stress barriers with a magnitude of around 1 MPa are generally sufficient to contain buoyant hydraulic fractures indefinitely. Stress barriers, in combination with other arrest mechanisms, are thus the most prominent mitigation factor of buoyant growth in industrially created hydraulic fractures.|Derivation of a 2D simplification to decide how 3D planar buoyant hydraulic fractures interact with changes in the Mode I fracture toughness. Derivation of the scaling for the approximately constant height spreading along a Mode I fracture toughness jump of a buoyant hydraulic fracture. Derivation of the limiting volume and injection rate to contain a buoyant hydraulic fracture below a change in Mode I fracture toughness. First-order estimation of the limits for containment and interaction type of buoyant hydraulic fractures at a change in confining stress. Validation of the derivations and first-order estimations through fully coupled planar 3D simulations of buoyant hydraulic fractures.	2024-05-20	Rock Mechanics And Rock Engineering
10.1021/acs.nanolett.5b05107	Evolution of the Valley Position in Bulk Transition-Metal Chalcogenides and Their Monolayer Limit	Layered transition metal chalcogenides with large spin orbit coupling have recently sparked much interest due to their potential applications for electronic, optoelectronic, spintronics, and valleytronics. However, most current understanding of the electronic structure near band valleys in momentum space is based on either theoretical investigations or optical measurements, leaving the detailed band structure elusive. For example, the exact position of the conduction band valley of bulk MoS2 remains controversial. Here, using angle resolved photoemission spectroscopy with submicron spatial resolution (micro-ARPES), we systematically imaged the conduction/valence band structure evolution across representative chalcogenides MoS2, WS2, and WSe2, well as the thickness dependent electronic structure from bulk to the monolayer limit. These results establish a solid basis to understand the underlying valley physics of these materials, and also provide a link between chalcogenide electronic band structure and their physical properties for potential valleytronics applications.	2016-01-01	Nano Letters
10.10188/1475-7516/2017/11/030	Freeze-out of baryon number in low-scale leptogenesis	Low-scale leptogenesis provides an economic and testable description of the origin of the baryon asymmetry of the Universe. In this scenario, the baryon asymmetry of the Universe is reprocessed from the lepton asymmetry by electroweak sphaleron processes. Provided that sphalerons are fast enough to maintain equilibrium, the values of the baryon and lepton asymmetries are related to each other. Usually, this relation is used to find the value of the baryon asymmetry at the time of the sphaleron freeze-out. To put in other words, the formula which is valid only when the sphalerons are fast, is applied at the moment when they are actually switched off. In this paper, we examine the validity of such a treatment. To this end, we solve the full system of kinetic equations for low-scale leptogenesis. This system includes equations describing the production of the lepton asymmetry in oscillations of right-handed neutrinos, as well as a separate kinetic equation for the baryon asymmetry. We show that for some values of the model parameters, the corrections to the standard approach are sizeable. We also present a feasible improvement to the ordinary procedure, which accounts for these corrections.	2017-01-01	Journal Of Cosmology And Astroparticle Physics
10.1002/anie.200800357	Superparamagnetic Nanoparticles as a Powerful Systems Biology. Characterization Tool in the Physiological Context	Recently, functionalized superparamagnetic iron oxide nanoparticles (SPIONs) have been utilized for protein separation and therapeutic delivery of DNA and drugs. The development of new methods and tools for the targeting and identification of specific biomolecular interactions within living systems is of great interest in the fields of systems biology, target and drug identification, drug delivery, and diagnostics. Magnetic separation of organelles and proteins from complex whole-cell lysates allows enrichment and elucidation of intracellular interaction partners for a specific immobilized protein or peptide on the surface of SPIONs.	2008-01-01	Angewandte Chemie
10.1016/j.jnucmat.2006.12.065	Parallel SOL flow on TCV	Particle flow measurements parallel to the total magnetic field direction have been obtained for the first time in the TCV tokamak scrape-off layer. The plasma shape flexibility of TCV, coupled with carefully matched ohmic diverted discharges in forward and reversed toroidal field at varying plasma density is used to try and separate drift flow components and any field independent contributions in the outboard midplane vicinity. The measurements are generally well described in both direction and magnitude by neoclassical Pfirsch-Schliiter return flows compensating poloidal drifts. There is clear evidence for a small, field independent offset component (similar to 10-20% of the main flow), whose magnitude would be approximately consistent with a contribution driven by enhanced outboard ballooning particle transport due to interchange motions, but a part of which could also be due to divertor sink action in the rather open TCV divertor configuration. (c) 2007 Elsevier B.V. All rights reserved.	2007-01-01	Journal of Nuclear Materials
10.1016/j.fusengdes.2011.05.011	Physics design of a saddle coil system for TCV	The upgrade project for TCV (Tokamak à Configuration Variable) includes the installation of a set of saddle coils, namely the saddle coil system (SCS), located and powered such as to create a helical magnetic perturbation. Using independent power supplies, the toroidal periodicity of this perturbation is tunable, allowing simultaneously edge localized modes (ELM) control through resonant magnetic perturbation (RMP), error field correction and vertical control. Other experimental applications, like resistive wall mode and rotation control, are also in view. In this article, the adequacy of two SCS designs, an in-vessel one and an ex-vessel one, is assessed with respect to the desired experimental applications. The current requirements and the system performances are also characterized. The conducting vessel wall is accounted for in a model used to determine the coupled response functions of the SCS, the screening of the magnetic perturbation by the wall, the induced voltages and currents during a plasma disruption and the maximal magnetic forces exerted on the SCS. A scaling of the SCS parameters with the number of coil turns is presented and the issue of coil heating and cooling is discussed.	2011-01-01	Fusion Engineering and Design
10.1002/jbm.b.33763	Difference in suitable mechanical properties of three-dimensional, synthetic scaffolds for self-renewing mouse embryonic stem cells of different genetic backgrounds	We evaluated whether the genetic background of embryonic stem cells (ESCs) affects the properties suitable for three-dimensional (3D) synthetic scaffolds for cell self-renewal. Inbred R1 and hybrid B6D2F1 mouse ESC lines were cultured for 7 days in hydrogel scaffolds with different properties derived from conjugating 7.5, 10, 12.5, or 15% (wt/vol) vinylsulfone-functionalized three-, four-, or eight-arm polyethylene glycol (PEG) with dicysteine-containing crosslinkers with an intervening matrix metalloproteinase-specific cleavage sites. Cell proliferation and expression of self-renewal-related genes and proteins by ESCs cultured in feeder-free or containing 2D culture plate or 3D hydrogel were monitored. As a preliminary experiment, the E14 ESC-customized synthetic 3D microenvironment did not maintain self-renewal of either the R1 or B6D2F1 ESCs. The best R1 cell proliferation (10.04 vs. 0.16-4.39; p<0.0001) was observed in the four-arm 7.5% PEG-based hydrogels than those with other properties, whereas the F1 ESCs showed better proliferation when they were embedded in the three-arm 10% hydrogels. Self-renewal-related gene and protein expression by ESCs after feeder-free 3D culture was generally maintained compared with the feeder-containing 2D culture, but expression patterns and quantities differed. However, the feeder-free 3D culture yielded better expression than the feeder-free 2D culture. In conclusion, genetic background determined the suitability of hydrogel scaffolds for self-renewal of ESCs, which requires customization for the mechanical properties of each cell line. (C) 2016 Wiley Periodicals, Inc.	2017-01-01	Journal Of Biomedical Materials Research Part B-Applied Biomaterials
10.1021/acs.jpclett.8b02148	Peptide Bond Ultraviolet Absorption Enables Vibrational Cold-Ion Spectroscopy of Nonaromatic Peptides	Peptide-bond VUV absorption is inherent to all proteins and peptides. Although widely exploited in top-down proteomics for photodissociation, this absorption has never been spectroscopically characterized in the gas phase. We have measured VUV/UV photofragmentation spectrum of a single peptide bond in a cryogenically cold protonated dipeptide. Although the spectrum appears to be very broadband and structureless, vibrational pre-excitation of this and even larger cold peptides significantly increases the UV dissociation yield for some of their photofragments. We use this effect to extend the technique of IR−UV photofragmentation vibrational spectroscopy, developed for aromatic peptides, to nonaromatic ones and demonstrate measurements of conformation-specific and nonspecific IR spectra for di- to hexa-peptides.	2018-08-29	The Journal of Physical Chemistry Letters
10.3389/fpsyg.2022.874232	Pre-pandemic Psychobiological Features Predict Impact of COVID-19 Confinement on Loneliness	The coronavirus disease 2019 (COVID-19) pandemic led to various government-imposed limitations on social interaction and strict home confinement. Such involuntary social-distancing policies can exacerbate feelings of loneliness and alter emotional well-being. Dysregulation of the hypothalamic-pituitary-adrenocortical (HPA) axis is a potential mechanism for loneliness' deleterious health effects. In this study, we explored whether pre-pandemic diurnal cortisol output (AUC(G)), a measure of HPA axis function, may predict the propensity to changes in loneliness during long-term COVID-19 home confinement and if extraversion would moderate this relationship. This association has been explored by analysing the impact of COVID-19 pandemic and strict home confinement on social and emotional loneliness in 45 Spanish young adults. Diurnal cortisol levels were measured from five saliva samples obtained across a day just before the pandemic, and data about participants' perceived loneliness, empathic state, extraversion, and prospective volunteering were obtained both before and during the confinement. Participants' social and family loneliness increased during long-term strict home confinement, while prospective volunteering tendencies and extraversion decreased. Importantly, after adjusting for relevant confounders, moderation analyses revealed that in young adults with high pre-pandemic extraversion, a higher AUC(G) predicted a larger increase in social loneliness during confinement, while in individuals with low extraversion, AUC(G) was negatively related to change in loneliness. Our findings highlight the utility of pre-pandemic diurnal cortisol output in predicting the social impact of COVID-19 home confinement, presenting this hormone as a potential biomarker for a priori identification of at-risk groups during public health crises.	2022-04-28	Frontiers In Psychology
